hand_presence_ratio,hand_present_frames,displacement_mm,velocity_mean,velocity_std,velocity_max,acceleration_mean,direction_consistency,position_x_mean,position_y_mean,position_z_mean,position_std,grab_mean,grab_max,pinch_mean,pinch_max,finger_mean,finger_std,label,source_file
1.0,110,75.56676437573627,191.59440803718365,128.0549857435715,510.4542318581742,10.622118493782136,0.9949482393256174,-108.47935007268732,214.67312497225674,30.427248281240463,21.885825012449512,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,84.25730679802965,376.4955139688047,103.02725337211929,615.717139969323,24.87667849578487,0.9969758070352787,-139.39972679831766,198.69288288463247,32.926752988994124,36.10052624393604,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,55.960131539231476,371.22426411016716,94.10166984619845,615.717139969323,21.386461267443362,0.9971410082864411,-142.8427388277921,207.4846884987571,69.24893057847565,35.119689023458704,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,85.69804950250803,206.92576043070417,95.64360066285545,338.7462648948129,8.151165874356273,0.9970289595085993,-116.68863206343217,215.02775088223544,48.30248409618031,23.040237952362684,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,46.18761095845525,76.63487588012558,64.76176561194339,288.51648489164694,6.284652668691537,0.931117912172263,-139.85872698697176,208.05546666925605,29.804817182367497,7.925755456062149,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,18.268205388203757,35.49937262679433,15.98652260714329,90.56309726524661,5.597294983443567,0.9034230987981422,-144.02501803311435,208.9739234230735,43.45045096657493,2.7950828912069965,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,9.309125339650455,35.42832408286517,15.414471409637844,90.56309726524661,4.382474868617782,0.9520592555597371,-143.15700669722125,211.7004312688654,49.921993949196555,3.346696193718613,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,13.499117983959756,31.24532858231725,13.010703770134247,64.23339741481797,4.8720908162172964,0.939840651886588,-144.001716336337,210.86691436767578,50.340133250843394,3.417685576530334,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,10.145933169500928,25.58966034876997,14.268169080474902,64.23339741481797,4.9944249395111955,0.9321064050052243,-144.7236529263583,207.1097280328924,43.99571505459872,2.751134938955483,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,9.648746844330542,18.061008764342425,8.989599685600055,47.4310762179056,3.1135675254732975,0.9532353636618581,-144.3050997647372,207.67331057461826,41.38164631236683,1.604193560638306,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,8.841776113969,17.60350825917936,9.782825468826184,47.4310762179056,2.791395933224031,0.9371711823361629,-146.2878793889826,208.7787783536044,44.09000209461559,2.014847295904214,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
